Number of Blocks,ErrorUB,ErrorLB
6.290000000000000000e+02,2.911054690138029211e-22,1.386567431717507902e-26
6.300000000000000000e+02,2.691511648284567171e-22,1.262200989297239848e-26
6.310000000000000000e+02,2.488525886302729169e-22,1.148989440354547905e-26
6.320000000000000000e+02,2.300848703644206618e-22,1.045932260583385413e-26
6.330000000000000000e+02,2.127325573022881049e-22,9.521186664618146453e-27
6.340000000000000000e+02,1.966889038148986866e-22,8.667195660638541206e-27
6.350000000000000000e+02,1.818552147094912170e-22,7.889802318333692497e-27
6.360000000000000000e+02,1.681402380896795677e-22,7.182136305642968778e-27
6.370000000000000000e+02,1.554596040042970877e-22,6.537943516400981923e-27
6.380000000000000000e+02,1.437353054316654089e-22,5.951530798721409616e-27
6.390000000000000000e+02,1.328952184064674152e-22,5.417715640900521387e-27
6.400000000000000000e+02,1.228726583372326347e-22,4.931780370180334420e-27
6.410000000000000000e+02,1.136059697850164964e-22,4.489430459597406154e-27
6.420000000000000000e+02,1.050381471797549631e-22,4.086756574446589235e-27
6.430000000000000000e+02,9.711648414105690777e-23,3.720200022940109814e-27
6.440000000000000000e+02,8.979224924616662607e-23,3.386521305727105659e-27
6.450000000000000000e+02,8.302038625054804353e-23,3.082771486324504756e-27
6.460000000000000000e+02,7.675923691692613392e-23,2.806266129441938044e-27
6.470000000000000000e+02,7.097028474774001957e-23,2.554561576875832009e-27
6.480000000000000000e+02,6.561791804452757149e-23,2.325433351308031893e-27
6.490000000000000000e+02,6.066921083665863012e-23,2.116856497148556092e-27
6.500000000000000000e+02,5.609372033177270017e-23,1.926987684682308783e-27
6.510000000000000000e+02,5.186329964189866517e-23,1.754148919361853873e-27
6.520000000000000000e+02,4.795192463320684742e-23,1.596812712275156601e-27
6.530000000000000000e+02,4.433553383424077754e-23,1.453588580729579809e-27
6.540000000000000000e+02,4.099188041778614715e-23,1.323210759649413297e-27
6.550000000000000000e+02,3.790039534582818830e-23,1.204527015184149278e-27
6.560000000000000000e+02,3.504206083570691505e-23,1.096488461666424437e-27
6.570000000000000000e+02,3.239929336907403702e-23,9.981402919251143341e-28
6.580000000000000000e+02,2.995583552396844114e-23,9.086133390316000478e-28
6.590000000000000000e+02,2.769665596458950275e-23,8.271163949046336662e-28
6.600000000000000000e+02,2.560785697354511913e-23,7.529292178884031538e-28
6.610000000000000000e+02,2.367658895774088554e-23,6.853961675072468550e-28
6.620000000000000000e+02,2.189097140197793686e-23,6.239204101430504758e-28
6.630000000000000000e+02,2.024001978399582504e-23,5.679586444272890616e-28
6.640000000000000000e+02,1.871357800136411485e-23,5.170162997324002333e-28
6.650000000000000000e+02,1.730225589453449093e-23,4.706431653285733329e-28
6.660000000000000000e+02,1.599737148171949730e-23,4.284294115778262093e-28
6.670000000000000000e+02,1.479089755024210845e-23,3.900019680021900285e-28
6.680000000000000000e+02,1.367541227580729773e-23,3.550212262165158039e-28
6.690000000000000000e+02,1.264405356592041927e-23,3.231780385876709775e-28
6.700000000000000000e+02,1.169047684658758431e-23,2.941909860952268728e-28
6.710000000000000000e+02,1.080881603261784383e-23,2.678038912480247449e-28
6.720000000000000000e+02,9.993647441428348012e-24,2.437835540765637694e-28
6.730000000000000000e+02,9.239956428361738041e-24,2.219176911927684246e-28
6.740000000000000000e+02,8.543106538269224011e-24,2.020130597032086764e-28
6.750000000000000000e+02,7.898810983588011286e-24,1.838937493955943777e-28
6.760000000000000000e+02,7.303106273457548282e-24,1.673996281054931357e-28
6.770000000000000000e+02,6.752327831648903552e-24,1.523849265239275899e-28
6.780000000000000000e+02,6.243087453316530759e-24,1.387169499389167935e-28
6.790000000000000000e+02,5.772252461895154264e-24,1.262749055257401409e-28
6.800000000000000000e+02,5.336926437920486942e-24,1.149488348219605082e-28
6.810000000000000000e+02,4.934431401225119104e-24,1.046386419527580002e-28
6.820000000000000000e+02,4.562291336899898087e-24,9.525320901839847984e-29
6.830000000000000000e+02,4.218216963677727722e-24,8.670959082591156264e-29
6.840000000000000000e+02,3.900091651040660560e-24,7.893228184831719293e-29
6.850000000000000000e+02,3.605958398416623250e-24,7.185254893303523878e-29
6.860000000000000000e+02,3.334007796365943579e-24,6.540782386217423321e-29
6.870000000000000000e+02,3.082566895699583371e-24,5.954115039638144642e-29
6.880000000000000000e+02,2.850088916054830896e-24,5.420068091540111297e-29
6.890000000000000000e+02,2.635143730619685658e-24,4.933921820683707603e-29
6.900000000000000000e+02,2.436409068470863477e-24,4.491379835359523304e-29
6.910000000000000000e+02,2.252662380404986792e-24,4.088531103372548644e-29
6.920000000000000000e+02,2.082773318224735573e-24,3.721815387699649019e-29
6.930000000000000000e+02,1.925696781214499932e-24,3.387991782352277592e-29
6.940000000000000000e+02,1.780466487030214796e-24,3.084110070376462463e-29
6.950000000000000000e+02,1.646189027453449921e-24,2.807484650861044566e-29
6.960000000000000000e+02,1.522038372442641341e-24,2.555670804530773305e-29
6.970000000000000000e+02,1.407250788672466599e-24,2.326443088167124193e-29
6.980000000000000000e+02,1.301120141301775108e-24,2.117775666915091107e-29
6.990000000000000000e+02,1.202993550068039761e-24,1.927824410659045514e-29
7.000000000000000000e+02,1.112267372986320336e-24,1.754910596242087967e-29
7.010000000000000000e+02,1.028383492945510211e-24,1.597506071494307944e-29
7.020000000000000000e+02,9.508258843584797193e-25,1.454219749955357572e-29
7.030000000000000000e+02,8.791174387451919835e-25,1.323785316935947426e-29
7.040000000000000000e+02,8.128170297207880141e-25,1.205050038268994740e-29
7.050000000000000000e+02,7.515167993335889386e-25,1.096964572845741215e-29
7.060000000000000000e+02,6.948396490592838566e-25,9.985736989039548086e-30
7.070000000000000000e+02,6.424369200168942526e-25,9.090078721101624389e-30
7.080000000000000000e+02,5.939862481359099573e-25,8.274755408290804688e-30
7.090000000000000000e+02,5.491895810802663766e-25,7.532561506655452889e-30
7.100000000000000000e+02,5.077713447300301053e-25,6.856937764552788663e-30
7.110000000000000000e+02,4.694767479415486523e-25,6.241913254263920478e-30
7.120000000000000000e+02,4.340702151574873425e-25,5.682052603010124763e-30
7.130000000000000000e+02,4.013339372247828841e-25,5.172407957018530245e-30
7.140000000000000000e+02,3.710665315055253697e-25,4.708475254110659560e-30
7.150000000000000000e+02,3.430818030383041219e-25,4.286154418367221950e-30
7.160000000000000000e+02,3.172075991290576891e-25,3.901713125082318274e-30
7.170000000000000000e+02,2.932847503252364084e-25,3.551753815775693893e-30
7.180000000000000000e+02,2.711660912585500877e-25,3.233183671752102605e-30
7.190000000000000000e+02,2.507155553328259536e-25,2.943187280845235977e-30
7.200000000000000000e+02,2.318073376877828180e-25,2.679201755783622978e-30
7.210000000000000000e+02,2.143251212896033220e-25,2.438894084284200140e-30
7.220000000000000000e+02,1.981613613874145195e-25,2.220140510701030700e-30
7.230000000000000000e+02,1.832166239339395046e-25,2.021007767011117084e-30
7.240000000000000000e+02,1.693989739004832016e-25,1.839735987263954673e-30
7.250000000000000000e+02,1.566234097233611439e-25,1.674723154498105604e-30
7.260000000000000000e+02,1.448113404027062974e-25,1.524510942672408039e-30
7.270000000000000000e+02,1.338901020369029409e-25,1.387771828487335375e-30
7.280000000000000000e+02,1.237925108185596967e-25,1.263297359195753912e-30
7.290000000000000000e+02,1.144564497421889480e-25,1.149987472717678937e-30
7.300000000000000000e+02,1.058244864811495000e-25,1.046840775674169323e-30
7.310000000000000000e+02,9.784352008317620867e-26,9.529456934207260372e-31
7.320000000000000000e+02,9.046445431107550144e-26,8.674724138676056993e-31
7.330000000000000000e+02,8.364189561908228797e-26,7.896655538890682610e-31
7.340000000000000000e+02,7.733387390694729881e-26,7.188374835100032522e-31
7.350000000000000000e+02,7.150158433390660279e-26,6.543622488712276402e-31
7.360000000000000000e+02,6.610914860427599151e-26,5.956700402669607009e-31
7.370000000000000000e+02,6.112339425617161910e-26,5.422421563647897577e-31
7.380000000000000000e+02,5.651365059561083700e-26,4.936064201035921489e-31
7.390000000000000000e+02,5.225156002065987073e-26,4.493330057568814760e-31
7.400000000000000000e+02,4.831090357494380465e-26,4.090306402824713083e-31
7.410000000000000000e+02,4.466743965739352845e-26,3.723431453873974297e-31
7.420000000000000000e+02,4.129875489602096825e-26,3.389462897479709273e-31
7.430000000000000000e+02,3.818412626834544164e-26,3.085449235660991000e-31
7.440000000000000000e+02,3.530439362028842996e-26,2.808703701379828799e-31
7.450000000000000000e+02,3.264184179931162332e-26,2.556780513828435504e-31
7.460000000000000000e+02,3.018009167671905100e-26,2.327453263468592805e-31
7.470000000000000000e+02,2.790399938873490286e-26,2.118695235798443518e-31
7.480000000000000000e+02,2.579956317651467759e-26,1.928661499954339553e-31
7.490000000000000000e+02,2.385383725200636131e-26,1.755672603853460954e-31
7.500000000000000000e+02,2.205485215979065997e-26,1.598199731780079782e-31
7.510000000000000000e+02,2.039154114499167188e-26,1.454851193243948761e-31
7.520000000000000000e+02,1.885367207430114028e-26,1.324360123703590878e-31
7.530000000000000000e+02,1.743178449131537455e-26,1.205573288458042966e-31
7.540000000000000000e+02,1.611713141896919480e-26,1.097440890759431648e-31
7.550000000000000000e+02,1.490162555105823422e-26,9.990072940743933023e-32
7.560000000000000000e+02,1.377778950183393141e-26,9.094025765007047978e-32
7.570000000000000000e+02,1.273870980762655328e-26,8.278348426998919569e-32
7.580000000000000000e+02,1.177799439752814181e-26,7.535832254016313165e-32
7.590000000000000000e+02,1.088973327150856008e-26,6.859915146294336761e-32
7.600000000000000000e+02,1.006846214407176157e-26,6.244623583450753421e-32
7.610000000000000000e+02,9.309128829797567593e-27,5.684519832589219466e-32
7.620000000000000000e+02,8.607062163986219167e-27,5.174653891507052980e-32
7.630000000000000000e+02,7.957943267214900499e-27,4.710519742296711277e-32
7.640000000000000000e+02,7.357778977034973260e-27,4.288015528726525503e-32
7.650000000000000000e+02,6.802877283371752727e-27,3.903407305461121377e-32
7.660000000000000000e+02,6.289824616512912346e-27,3.553296038751120175e-32
7.670000000000000000e+02,5.815464847968449300e-27,3.234587566954580383e-32
7.680000000000000000e+02,5.376879875023699516e-27,2.944465255412432121e-32
7.690000000000000000e+02,4.971371669546669072e-27,2.680365104010412385e-32
7.700000000000000000e+02,4.596445680621073726e-27,2.439953087437715407e-32
7.710000000000000000e+02,4.249795488903133118e-27,2.221104527882928694e-32
7.720000000000000000e+02,3.929288618300589783e-27,2.021885317870063698e-32
7.730000000000000000e+02,3.632953417692938516e-27,1.840534827289317675e-32
7.740000000000000000e+02,3.358966931992657729e-27,1.675450343560273544e-32
7.750000000000000000e+02,3.105643687935034968e-27,1.525172907415469856e-32
7.760000000000000000e+02,2.871425325610165078e-27,1.388374419125525792e-32
7.770000000000000000e+02,2.654871011953614807e-27,1.263845901215612873e-32
7.780000000000000000e+02,2.454648577223166328e-27,1.150486813942850586e-32
7.790000000000000000e+02,2.269526319935965075e-27,1.047295329108781641e-32
7.800000000000000000e+02,2.098365429852634772e-27,9.533594762499862785e-33
7.810000000000000000e+02,1.940112982397533743e-27,8.678490829602869654e-33
7.820000000000000000e+02,1.793795461418650420e-27,7.900084381156442745e-33
7.830000000000000000e+02,1.658512770441743457e-27,7.191496131620481342e-33
7.840000000000000000e+02,1.533432695577767622e-27,6.546463824420789216e-33
7.850000000000000000e+02,1.417785786021161554e-27,5.959286888303247640e-33
7.860000000000000000e+02,1.310860620645815022e-27,5.424776057667376237e-33
7.870000000000000000e+02,1.211999431580056254e-27,4.938207511640728818e-33
7.880000000000000000e+02,1.120594057838637920e-27,4.495281126592849213e-33
7.890000000000000000e+02,1.036082204119687768e-27,4.092082473137624661e-33
7.900000000000000000e+02,9.579439817519414875e-28,3.725048221767651481e-33
7.910000000000000000e+02,8.856987105134664822e-28,3.390934651386647628e-33
7.920000000000000000e+02,8.189019616476471644e-28,3.086788982430492151e-33
7.930000000000000000e+02,7.571428238860057530e-28,2.809923281228013901e-33
7.940000000000000000e+02,7.000413756594964637e-28,2.557890704977956177e-33
7.950000000000000000e+02,6.472463479479832273e-28,2.328463877402816079e-33
7.960000000000000000e+02,5.984329633906771666e-28,2.119615203971930716e-33
7.970000000000000000e+02,5.533009383644001096e-28,1.929498952725936403e-33
7.980000000000000000e+02,5.115726357390943596e-28,1.756434942339581212e-33
7.990000000000000000e+02,4.729913569470294004e-28,1.598893693263199479e-33
8.000000000000000000e+02,4.373197628590379814e-28,1.455482910714366314e-33
8.010000000000000000e+02,4.043384137535137394e-28,1.324935180060662212e-33
8.020000000000000000e+02,3.738444193966295951e-28,1.206096765849905655e-33
8.030000000000000000e+02,3.456501909294255508e-28,1.097917415497262405e-33
8.040000000000000000e+02,3.195822868838699532e-28,9.994410775181379635e-34
8.050000000000000000e+02,2.954803462289371829e-28,9.097974522776130617e-34
8.060000000000000000e+02,2.731961018831380141e-28,8.281943005847824371e-34
8.070000000000000000e+02,2.525924686250185724e-28,7.539104421583075754e-34
8.080000000000000000e+02,2.335426997906919827e-28,6.862893820858182458e-34
8.090000000000000000e+02,2.159296075707406840e-28,6.247335089501795808e-34
8.100000000000000000e+02,1.996448421099938854e-28,5.686988133475150210e-34
8.110000000000000000e+02,1.845882249754308957e-28,5.176900801212877579e-34
8.120000000000000000e+02,1.706671328919567601e-28,4.712565118229160047e-34
8.130000000000000000e+02,1.577959279549815979e-28,4.289877447206915639e-34
8.140000000000000000e+02,1.458954308146524570e-28,3.905102221477595772e-34
8.150000000000000000e+02,1.348924335909721896e-28,3.554838931382111445e-34
8.160000000000000000e+02,1.247192495233881054e-28,3.235992071748699078e-34
8.170000000000000000e+02,1.153132965844732933e-28,2.945743784894704610e-34
8.180000000000000000e+02,1.066167124962129127e-28,2.681528957379859143e-34
8.190000000000000000e+02,9.857599878061978581e-29,2.441012550425745742e-34
8.200000000000000000e+02,9.114169165497305859e-29,2.222068963655056375e-34
8.210000000000000000e+02,8.426805774716958938e-29,2.022763249774309772e-34
8.220000000000000000e+02,7.791281275930591028e-29,1.841334014182595824e-34
8.230000000000000000e+02,7.203686134881242879e-29,1.676177848378470151e-34
8.240000000000000000e+02,6.660405662697999031e-29,1.525835159593215533e-34
8.250000000000000000e+02,6.158097779537819721e-29,1.388977271417303110e-34
8.260000000000000000e+02,5.693672455228066798e-29,1.264394681420365806e-34
8.270000000000000000e+02,5.264272700433776333e-29,1.150986371989218221e-34
8.280000000000000000e+02,4.867256991414386560e-29,1.047750079917082187e-34
8.290000000000000000e+02,4.500183020252696075e-29,9.537734387497470339e-35
8.300000000000000000e+02,4.160792670593298042e-29,8.682259156081464918e-35
8.310000000000000000e+02,3.846998126465262808e-29,7.903514712275201795e-35
8.320000000000000000e+02,3.556869028736526528e-29,7.194618783453109955e-35
8.330000000000000000e+02,3.288620600189771820e-29,6.549306393878441583e-35
8.340000000000000000e+02,3.040602666169606462e-29,5.961874497026431414e-35
8.350000000000000000e+02,2.811289503259922733e-29,5.427131574042278005e-35
8.360000000000000000e+02,2.599270453543227688e-29,4.940351752902059485e-35
8.370000000000000000e+02,2.403241246704915250e-29,4.497233042799327313e-35
8.380000000000000000e+02,2.221995976598263215e-29,4.093859314646003609e-35
8.390000000000000000e+02,2.054419682912935427e-29,3.726665691685376028e-35
8.400000000000000000e+02,1.899481492312007656e-29,3.392407044350459229e-35
8.410000000000000000e+02,1.756228276843644666e-29,3.088129310937455179e-35
8.420000000000000000e+02,1.623778790616700691e-29,2.811143390635441484e-35
8.430000000000000000e+02,1.501318248670570874e-29,2.559001378188561350e-35
8.440000000000000000e+02,1.388093314690481776e-29,2.329474930160254272e-35
8.450000000000000000e+02,1.283407466734408576e-29,2.120535571608930342e-35
8.460000000000000000e+02,1.186616712462816025e-29,1.930336769131661993e-35
8.470000000000000000e+02,1.097125627513158468e-29,1.757197611844119066e-35
8.480000000000000000e+02,1.014383692648236147e-29,1.599587956074451391e-35
8.490000000000000000e+02,9.378819071458758403e-30,1.456114902485643287e-35
8.500000000000000000e+02,8.671496575967033554e-30,1.325510486115536929e-35
8.510000000000000000e+02,8.017518228476964169e-30,1.206620470543237802e-35
8.520000000000000000e+02,7.412860972823704906e-30,1.098394147149039642e-35
8.530000000000000000e+02,6.853805159711047916e-30,9.998750493169397887e-36
8.540000000000000000e+02,6.336911664672461488e-30,9.101924995153059850e-36
8.550000000000000000e+02,5.859000731727001833e-30,8.285539145514954632e-36
8.560000000000000000e+02,5.417132412583876048e-30,7.542378009972413328e-36
8.570000000000000000e+02,5.008588481062872492e-30,6.865873788805688541e-36
8.580000000000000000e+02,4.630855711475978798e-30,6.250047772928058415e-36
8.590000000000000000e+02,4.281610418103044176e-30,5.689457506133094526e-36
8.600000000000000000e+02,3.958704160653992273e-30,5.179148686559455718e-36
8.610000000000000000e+02,3.660150527782627915e-30,4.714611382293479012e-36
8.620000000000000000e+02,3.384112917347747967e-30,4.291740174159290278e-36
8.630000000000000000e+02,3.128893238250997222e-30,3.906797873451164519e-36
8.640000000000000000e+02,2.892921464348054106e-30,3.556382493959390638e-36
8.650000000000000000e+02,2.674745976172619131e-30,3.237397186399152257e-36
8.660000000000000000e+02,2.473024631058900199e-30,2.947022869533005224e-36
8.670000000000000000e+02,2.286516506728380528e-30,2.682693316111304678e-36
8.680000000000000000e+02,2.114074267550971371e-30,2.442072473447957930e-36
8.690000000000000000e+02,1.954637106519735833e-30,2.223033818199171963e-36
8.700000000000000000e+02,1.807224219520790583e-30,2.023641562889310556e-36
8.710000000000000000e+02,1.670928771754389933e-30,1.842133548094404125e-36
8.720000000000000000e+02,1.544912319190239323e-30,1.676905669089801227e-36
8.730000000000000000e+02,1.428399650740224776e-30,1.526497699330453716e-36
8.740000000000000000e+02,1.320674019418931298e-30,1.389580385476281690e-36
8.750000000000000000e+02,1.221072733155799623e-30,1.264943699913436125e-36
8.760000000000000000e+02,1.128983078135034210e-30,1.151486146950928887e-36
8.770000000000000000e+02,1.043838549585109339e-30,1.048205028184773518e-36
8.780000000000000000e+02,9.651153668306986622e-31,9.541875809980239400e-37
8.790000000000000000e+02,8.923292511691324550e-31,8.686029118822025415e-37
8.800000000000000000e+02,8.250324467496990999e-31,7.906946532893442583e-37
8.810000000000000000e+02,7.628109661293275618e-31,7.197742791186414593e-37
8.820000000000000000e+02,7.052820435602809315e-31,6.552150197620942835e-37
8.830000000000000000e+02,6.520917803431691339e-31,5.964463229326818285e-37
8.840000000000000000e+02,6.029129677605065505e-31,5.429488113216523590e-37
8.850000000000000000e+02,5.574430741980590666e-31,4.942496925224019445e-37
8.860000000000000000e+02,5.154023840714831187e-31,4.499185806556108201e-37
8.870000000000000000e+02,4.765322771095921522e-31,4.095636927684714212e-37
8.880000000000000000e+02,4.405936374088601035e-31,3.728283863931978805e-37
8.890000000000000000e+02,4.073653824723525165e-31,3.393880076648631979e-37
8.900000000000000000e+02,3.766431031841064397e-31,3.089470221434478561e-37
8.910000000000000000e+02,3.482378063525791409e-31,2.812364029832055107e-37
8.920000000000000000e+02,3.219747520877356793e-31,2.560112533669569492e-37
8.930000000000000000e+02,2.976923788596311747e-31,2.330486421931450719e-37
8.940000000000000000e+02,2.752413096259103481e-31,2.121456338882895093e-37
8.950000000000000000e+02,2.544834329141753876e-31,1.931174949329411926e-37
8.960000000000000000e+02,2.352910532063760773e-31,1.757960612510807811e-37
8.970000000000000000e+02,2.175461053986853652e-31,1.600282520344676550e-37
8.980000000000000000e+02,2.011394285044300201e-31,1.456747168676926092e-37
8.990000000000000000e+02,1.859700941322077993e-31,1.326086041976637655e-37
9.000000000000000000e+02,1.719447856081609306e-31,1.207144402636736412e-37
9.010000000000000000e+02,1.589772239229948045e-31,1.098871085804608351e-37
9.020000000000000000e+02,1.469876369723544675e-31,1.000309209552585452e-37
9.030000000000000000e+02,1.359022688255152126e-31,9.105877182882339483e-38
9.040000000000000000e+02,1.256529260035410170e-31,8.289136846678040420e-38
9.050000000000000000e+02,1.161765579758083117e-31,7.545653019801266059e-38
9.060000000000000000e+02,1.074148692942175680e-31,6.868855050698459417e-38
9.070000000000000000e+02,9.931396097908367412e-32,6.252761634240775257e-38
9.080000000000000000e+02,9.182399895063747150e-32,5.691927951028429750e-38
9.090000000000000000e+02,8.489890746641799606e-32,5.181397547970424757e-38
9.100000000000000000e+02,7.849608567871422520e-32,4.716658534875305103e-38
9.110000000000000000e+02,7.257614556839023892e-32,4.293603709934701399e-38
9.120000000000000000e+02,6.710266964295809872e-32,3.908494261701392466e-38
9.130000000000000000e+02,6.204198690834261001e-32,3.557926726773958565e-38
9.140000000000000000e+02,5.736296573617618961e-32,3.238802911170748755e-38
9.150000000000000000e+02,5.303682235243271281e-32,2.948302509568390983e-38
9.160000000000000000e+02,4.903694376927127876e-32,2.683858180424183880e-38
9.170000000000000000e+02,4.533872407083119257e-32,2.443132856704106088e-38
9.180000000000000000e+02,4.191941304586618393e-32,2.223999091697112780e-38
9.190000000000000000e+02,3.875797623604630185e-32,2.024520257380593790e-38
9.200000000000000000e+02,3.583496553900497159e-32,1.842933429175423034e-38
9.210000000000000000e+02,3.313239957011412386e-32,1.677633805831431770e-38
9.220000000000000000e+02,3.063365304701727051e-32,1.527160526752046479e-38
9.230000000000000000e+02,2.832335451644997599e-32,1.390183761416124558e-38
9.240000000000000000e+02,2.618729179419979037e-32,1.265492956798291856e-38
9.250000000000000000e+02,2.421232453649765919e-32,1.151986138922170199e-38
9.260000000000000000e+02,2.238630340501769200e-32,1.048660173997595477e-38
9.270000000000000000e+02,2.069799532820892006e-32,9.546019030728663967e-39
9.280000000000000000e+02,1.913701439919413110e-32,8.689800718535038853e-39
9.290000000000000000e+02,1.769375798514394401e-32,7.910379843657925574e-39
9.300000000000000000e+02,1.635934765508817567e-32,7.200868155409146896e-39
9.310000000000000000e+02,1.512557456277775160e-32,6.554995236184238852e-39
9.320000000000000000e+02,1.398484894860657941e-32,5.967053085692284113e-39
9.330000000000000000e+02,1.293015344994755589e-32,5.431845675634227522e-39
9.340000000000000000e+02,1.195499993268439537e-32,4.944643029010886839e-39
9.350000000000000000e+02,1.105338957837840392e-32,4.501139418231209030e-39
9.360000000000000000e+02,1.021977598154368287e-32,4.097415312588765337e-39
9.370000000000000000e+02,9.449031030014564437e-33,3.729902738812418844e-39
9.380000000000000000e+02,8.736413358513810084e-33,3.395353748558774285e-39
9.390000000000000000e+02,8.077539181359001593e-33,3.090811714174270663e-39
9.400000000000000000e+02,7.468355324877764354e-33,2.813585199047896038e-39
9.410000000000000000e+02,6.905114293638870231e-33,2.561224171630389232e-39
9.420000000000000000e+02,6.384351217113014805e-33,2.331498352907031986e-39
9.430000000000000000e+02,5.902862534947657785e-33,2.122377505967352743e-39
9.440000000000000000e+02,5.457686289734612648e-33,1.932013493477149723e-39
9.450000000000000000e+02,5.046083906038599333e-33,1.758723944483442367e-39
9.460000000000000000e+02,4.665523343596199961e-33,1.600977386204772915e-39
9.470000000000000000e+02,4.313663521050963525e-33,1.457379709407351128e-39
9.480000000000000000e+02,3.988339914403457273e-33,1.326661847752433777e-39
9.490000000000000000e+02,3.687551241583178968e-33,1.207668562229142603e-39
9.500000000000000000e+02,3.409447151230518935e-33,1.099348231553852754e-39
9.510000000000000000e+02,3.152316839953447933e-33,1.000743558306896967e-39
9.520000000000000000e+02,2.914578528037206680e-33,9.109831086708804556e-40
9.530000000000000000e+02,2.694769728864239262e-33,8.292736110015104642e-40
9.540000000000000000e+02,2.491538252185408754e-33,7.548929451686845428e-40
9.550000000000000000e+02,2.303633885897770859e-33,6.871837607098345049e-40
9.560000000000000000e+02,2.129900705157450427e-33,6.255476673951398543e-40
9.570000000000000000e+02,1.969269961516585235e-33,5.694399468626737697e-40
9.580000000000000000e+02,1.820753508340124665e-33,5.183647385869608295e-40
9.590000000000000000e+02,1.683437722058050316e-33,4.718706576360449506e-40
9.600000000000000000e+02,1.556477881858702240e-33,4.295468054884350313e-40
9.610000000000000000e+02,1.439092973248589277e-33,3.910191386547981467e-40
9.620000000000000000e+02,1.330560883512426761e-33,3.559471630116792656e-40
9.630000000000000000e+02,1.230213959517090408e-33,3.240209246328410711e-40
9.640000000000000000e+02,1.137434900532728053e-33,2.949582705242024195e-40
9.650000000000000000e+02,1.051652960805101525e-33,2.685023550538027927e-40
9.660000000000000000e+02,9.723404385184094128e-34,2.444193700394029716e-40
9.670000000000000000e+02,8.990094295501997828e-34,2.224964784330793408e-40
9.680000000000000000e+02,8.312088260482992356e-34,2.025399333413758195e-40
9.690000000000000000e+02,7.685215413661154724e-34,1.843733657576398440e-40
9.700000000000000000e+02,7.105619442850117581e-34,1.678362258740587310e-40
9.710000000000000000e+02,6.569734867400094168e-34,1.527823641982910864e-40
9.720000000000000000e+02,6.074265104552259185e-34,1.390787399350543868e-40
9.730000000000000000e+02,5.616162189964107472e-34,1.266042452178446558e-40
9.740000000000000000e+02,5.192608027651664957e-34,1.152486347997170745e-40
9.750000000000000000e+02,4.800997054005032438e-34,1.049115517441324658e-40
9.760000000000000000e+02,4.438920209232391951e-34,9.550164050523578916e-41
9.770000000000000000e+02,4.104150117629105159e-34,8.693573955931178385e-41
9.780000000000000000e+02,3.794627385507292439e-34,7.913814645215695952e-41
9.790000000000000000e+02,3.508447932494261528e-34,7.203994876710315443e-41
9.800000000000000000e+02,3.243851278266548579e-34,6.557841510104508388e-41
9.810000000000000000e+02,2.999209712663701248e-34,5.969644066610914388e-41
9.820000000000000000e+02,2.773018282559234765e-34,5.434204261739696042e-41
9.830000000000000000e+02,2.563885533892307176e-34,4.946790064667117179e-41
9.840000000000000000e+02,2.370524951907461155e-34,4.503093878192809411e-41
9.850000000000000000e+02,2.191747046945905683e-34,4.099194469693311917e-41
9.860000000000000000e+02,2.026452037102916178e-34,3.731522316631791997e-41
9.870000000000000000e+02,1.873623082737024864e-34,3.396828060358615540e-41
9.880000000000000000e+02,1.732320031212615738e-34,3.092153789409649900e-41
9.890000000000000000e+02,1.601673633395173984e-34,2.814806898513105893e-41
9.900000000000000000e+02,1.480880196321207522e-34,2.562336292280520167e-41
9.910000000000000000e+02,1.369196639147793313e-34,2.332510723277707171e-41
9.920000000000000000e+02,1.265935921967728856e-34,2.123299073035876659e-41
9.930000000000000000e+02,1.170462819369582923e-34,1.932852401732907959e-41
9.940000000000000000e+02,1.082190012743406769e-34,1.759487607905881422e-41
9.950000000000000000e+02,1.000574477292968590e-34,1.601672553785695053e-41
9.960000000000000000e+02,9.251141415287310800e-35,1.458012524796127779e-41
9.970000000000000000e+02,8.553447986919458913e-35,1.327237903551441394e-41
9.980000000000000000e+02,7.908372511097795828e-35,1.208192949419239551e-41
9.990000000000000000e+02,7.311946699147700090e-35,1.099825584486695818e-41
1.000000000000000000e+03,6.760501538862802733e-35,1.001178095661731519e-41
1.001000000000000000e+03,6.250644723968393326e-35,9.113786707377605693e-42
1.002000000000000000e+03,5.779239785787638073e-35,8.296336936204469864e-42
1.003000000000000000e+03,5.343386798734273050e-35,7.552207306246628279e-42
1.004000000000000000e+03,4.940404540940232861e-35,6.874821458567440406e-42
1.005000000000000000e+03,4.567814000274970368e-35,6.258192892571609275e-42
1.006000000000000000e+03,4.223323124291523880e-35,5.696872059393802570e-42
1.007000000000000000e+03,3.904812720286346753e-35,5.185898200681009183e-42
1.008000000000000000e+03,3.610323418733888627e-35,4.720755507134884863e-42
1.009000000000000000e+03,3.338043619900550636e-35,4.297333209359593072e-42
1.010000000000000000e+03,3.086298349488691546e-35,3.911889248310771831e-42
1.011000000000000000e+03,2.853538954754662363e-35,3.561017204279045056e-42
1.012000000000000000e+03,2.638333577715015759e-35,3.241616192137177362e-42
1.013000000000000000e+03,2.439358346834616703e-35,2.950863456795169159e-42
1.014000000000000000e+03,2.255389233011711893e-35,2.686189426672462912e-42
1.015000000000000000e+03,2.085294519760048870e-35,2.445255004717656520e-42
1.016000000000000000e+03,1.928027841267392914e-35,2.225930896282209984e-42
